past_vote_D,vote_D,incumbent
0.309315241335802,0.320032514188669,R
0.253184357541899,0.339475475958597,R
0.247112417017964,0.263654778399648,R
0.659929290283961,0.620585481214159,D
0.216216216216216,0.24499349097127401,R
0.617038338003739,0.695885758931852,D
0.398134506333139,0.373376785660732,R
0.540671741043112,0.719846320245781,D
0.395252550481277,0.498409599092999,R
0.486174776834884,0.446129838384059,R
0.735501441845562,0.501437064812311,D
0.279359954990556,0.254708323774167,R
0.747230082683183,0.763887766212894,D
0.712112466692496,0.675994630872483,D
0.726371327739734,0.763287676045514,D
0.34797936735422,0.29133686027011,R
0.421109796874645,0.373454352750473,R
